candidate_id,stage,stage_date,recruiter
C25184,applied,2024-09-22 03:34:20.572993,L. Torres
C25184,screening,2024-09-28 03:34:20.572993,L. Torres
C25184,interview_tech,2024-10-02 03:34:20.572993,L. Torres
C25184,interview_mgr,2024-10-07 03:34:20.572993,L. Torres
C25185,applied,2024-04-11 03:34:20.572993,J. Medina
C25185,screening,2024-04-15 03:34:20.572993,J. Medina
C25185,interview_tech,2024-04-20 03:34:20.572993,J. Medina
C25185,interview_mgr,2024-04-30 03:34:20.572993,J. Medina
C25186,applied,2024-04-10 03:34:20.572993,J. Medina
C25187,applied,2024-04-10 03:34:20.572993,J. Medina
C25187,screening,2024-04-17 03:34:20.572993,J. Medina
C25188,applied,2024-04-27 03:34:20.572993,J. Medina
C25189,applied,2024-05-03 03:34:20.572993,J. Medina
C25189,screening,2024-05-06 03:34:20.572993,J. Medina
C25189,interview_tech,2024-05-15 03:34:20.572993,J. Medina
C25190,applied,2024-04-16 03:34:20.572993,J. Medina
C25190,screening,2024-04-20 03:34:20.572993,J. Medina
C25190,interview_tech,2024-04-26 03:34:20.572993,J. Medina
C25191,applied,2024-05-04 03:34:20.572993,J. Medina
C25191,screening,2024-05-06 03:34:20.572993,J. Medina
C25192,applied,2024-04-08 03:34:20.572993,J. Medina
C25193,applied,2024-05-18 03:34:20.572993,J. Medina
C25194,applied,2024-04-21 03:34:20.572993,J. Medina
C25194,screening,2024-04-26 03:34:20.572993,J. Medina
C25194,interview_tech,2024-04-29 03:34:20.572993,J. Medina
C25195,applied,2024-04-21 03:34:20.572993,J. Medina
C25196,applied,2024-04-29 03:34:20.572993,J. Medina
C25197,applied,2024-04-21 03:34:20.572993,J. Medina
C25198,applied,2024-04-10 03:34:20.572993,J. Medina
C25199,applied,2024-04-11 03:34:20.572993,J. Medina
C25199,screening,2024-04-21 03:34:20.572993,J. Medina
C25199,interview_tech,2024-04-25 03:34:20.572993,J. Medina
C25200,applied,2024-01-06 03:34:20.572993,G. Duarte
C25201,applied,2024-01-05 03:34:20.572993,G. Duarte
C25201,screening,2024-01-09 03:34:20.572993,G. Duarte
C25202,applied,2023-12-10 03:34:20.572993,G. Duarte
C25203,applied,2023-12-09 03:34:20.572993,G. Duarte
C25203,screening,2023-12-15 03:34:20.572993,G. Duarte
C25203,interview_tech,2023-12-22 03:34:20.572993,G. Duarte
C25203,interview_mgr,2023-12-26 03:34:20.572993,G. Duarte
C25203,offer,2024-01-02 03:34:20.572993,G. Duarte
C25204,applied,2023-12-21 03:34:20.572993,G. Duarte
C25205,applied,2024-10-16 03:34:20.572993,L. Torres
C25205,screening,2024-10-18 03:34:20.572993,L. Torres
C25205,interview_tech,2024-10-24 03:34:20.572993,L. Torres
C25206,applied,2024-09-20 03:34:20.572993,L. Torres
C25206,screening,2024-09-21 03:34:20.572993,L. Torres
C25207,applied,2024-10-05 03:34:20.572993,L. Torres
C25207,screening,2024-10-12 03:34:20.572993,L. Torres
C25207,interview_tech,2024-10-21 03:34:20.572993,L. Torres
C25207,interview_mgr,2024-10-26 03:34:20.572993,L. Torres
C25207,offer,2024-10-30 03:34:20.572993,L. Torres
C25208,applied,2024-10-09 03:34:20.572993,L. Torres
C25208,screening,2024-10-12 03:34:20.572993,L. Torres
C25208,interview_tech,2024-10-18 03:34:20.572993,L. Torres
C25208,interview_mgr,2024-10-29 03:34:20.572993,L. Torres
C25209,applied,2024-10-03 03:34:20.572993,L. Torres
C25209,screening,2024-10-04 03:34:20.572993,L. Torres
C25209,interview_tech,2024-10-11 03:34:20.572993,L. Torres
C25210,applied,2024-10-07 03:34:20.572993,L. Torres
C25210,screening,2024-10-08 03:34:20.572993,L. Torres
C25211,applied,2024-10-20 03:34:20.572993,L. Torres
C25211,screening,2024-10-25 03:34:20.572993,L. Torres
C25211,interview_tech,2024-11-06 03:34:20.572993,L. Torres
C25212,applied,2024-09-11 03:34:20.572993,L. Torres
C25212,screening,2024-09-18 03:34:20.572993,L. Torres
C25213,applied,2024-10-14 03:34:20.572993,L. Torres
C25213,screening,2024-10-17 03:34:20.572993,L. Torres
C25214,applied,2024-10-14 03:34:20.572993,L. Torres
C25214,screening,2024-10-19 03:34:20.572993,L. Torres
C25215,applied,2024-09-20 03:34:20.572993,L. Torres
C25215,screening,2024-09-26 03:34:20.572993,L. Torres
C25215,interview_tech,2024-10-06 03:34:20.572993,L. Torres
C25216,applied,2024-09-22 03:34:20.572993,L. Torres
C25216,screening,2024-09-24 03:34:20.572993,L. Torres
C25216,interview_tech,2024-09-28 03:34:20.572993,L. Torres
C25217,applied,2024-10-16 03:34:20.572993,L. Torres
C25217,screening,2024-10-22 03:34:20.572993,L. Torres
C25217,interview_tech,2024-10-23 03:34:20.572993,L. Torres
C25217,interview_mgr,2024-10-31 03:34:20.572993,L. Torres
C25217,offer,2024-11-06 03:34:20.572993,L. Torres
C25217,decision,2024-11-15 03:34:20.572993,L. Torres
C25218,applied,2025-01-08 03:34:20.572993,L. Torres
C25218,screening,2025-01-14 03:34:20.572993,L. Torres
C25219,applied,2025-02-05 03:34:20.572993,L. Torres
C25220,applied,2025-01-21 03:34:20.572993,L. Torres
C25221,applied,2025-02-02 03:34:20.572993,L. Torres
C25222,applied,2025-01-17 03:34:20.572993,L. Torres
C25222,screening,2025-01-24 03:34:20.572993,L. Torres
C25223,applied,2025-01-15 03:34:20.572993,L. Torres
C25223,screening,2025-01-25 03:34:20.572993,L. Torres
C25224,applied,2025-02-05 03:34:20.572993,L. Torres
C25224,screening,2025-02-13 03:34:20.572993,L. Torres
C25225,applied,2025-02-02 03:34:20.572993,L. Torres
C25226,applied,2025-02-03 03:34:20.572993,L. Torres
C25227,applied,2025-01-16 03:34:20.572993,L. Torres
C25228,applied,2024-07-24 03:34:20.572993,L. Torres
C25228,screening,2024-07-30 03:34:20.572993,L. Torres
C25228,interview_tech,2024-08-06 03:34:20.572993,L. Torres
C25229,applied,2024-08-19 03:34:20.572993,L. Torres
C25229,screening,2024-08-28 03:34:20.572993,L. Torres
C25229,interview_tech,2024-09-02 03:34:20.572993,L. Torres
C25229,interview_mgr,2024-09-08 03:34:20.572993,L. Torres
C25229,offer,2024-09-14 03:34:20.572993,L. Torres
C25230,applied,2024-07-29 03:34:20.572993,L. Torres
C25230,screening,2024-08-05 03:34:20.572993,L. Torres
C25230,interview_tech,2024-08-12 03:34:20.572993,L. Torres
C25231,applied,2024-07-26 03:34:20.572993,L. Torres
C25232,applied,2024-08-13 03:34:20.572993,L. Torres
C25232,screening,2024-08-14 03:34:20.572993,L. Torres
C25232,interview_tech,2024-08-19 03:34:20.572993,L. Torres
C25232,interview_mgr,2024-08-20 03:34:20.572993,L. Torres
C25233,applied,2024-07-24 03:34:20.572993,L. Torres
C25233,screening,2024-07-31 03:34:20.572993,L. Torres
C25233,interview_tech,2024-08-04 03:34:20.572993,L. Torres
C25233,interview_mgr,2024-08-09 03:34:20.572993,L. Torres
C25233,offer,2024-08-15 03:34:20.572993,L. Torres
C25234,applied,2024-08-20 03:34:20.572993,L. Torres
C25234,screening,2024-08-21 03:34:20.572993,L. Torres
C25234,interview_tech,2024-08-29 03:34:20.572993,L. Torres
C25235,applied,2024-08-11 03:34:20.572993,L. Torres
C25235,screening,2024-08-12 03:34:20.572993,L. Torres
C25236,applied,2024-08-10 03:34:20.572993,L. Torres
C25236,screening,2024-08-15 03:34:20.572993,L. Torres
C25237,applied,2024-03-10 03:34:20.572993,L. Torres
C25237,screening,2024-03-18 03:34:20.572993,L. Torres
C25238,applied,2024-04-04 03:34:20.572993,L. Torres
C25239,applied,2024-03-19 03:34:20.572993,L. Torres
C25240,applied,2024-04-05 03:34:20.572993,L. Torres
C25241,applied,2024-04-12 03:34:20.572993,L. Torres
C25241,screening,2024-04-18 03:34:20.572993,L. Torres
C25242,applied,2024-03-30 03:34:20.572993,L. Torres
C25242,screening,2024-04-01 03:34:20.572993,L. Torres
C25243,applied,2024-03-20 03:34:20.572993,L. Torres
C25243,screening,2024-03-25 03:34:20.572993,L. Torres
C25244,applied,2024-03-29 03:34:20.572993,L. Torres
C25244,screening,2024-04-01 03:34:20.572993,L. Torres
C25245,applied,2024-03-20 03:34:20.572993,L. Torres
C25245,screening,2024-03-24 03:34:20.572993,L. Torres
C25245,interview_tech,2024-04-04 03:34:20.572993,L. Torres
C25245,interview_mgr,2024-04-10 03:34:20.572993,L. Torres
C25246,applied,2024-04-07 03:34:20.572993,L. Torres
C25246,screening,2024-04-19 03:34:20.572993,L. Torres
C25246,interview_tech,2024-04-29 03:34:20.572993,L. Torres
C25247,applied,2024-03-19 03:34:20.572993,L. Torres
C25247,screening,2024-03-21 03:34:20.572993,L. Torres
C25248,applied,2024-03-27 03:34:20.572993,L. Torres
C25248,screening,2024-04-01 03:34:20.572993,L. Torres
C25248,interview_tech,2024-04-10 03:34:20.572993,L. Torres
C25249,applied,2024-03-17 03:34:20.572993,L. Torres
C25250,applied,2024-03-19 03:34:20.572993,L. Torres
C25250,screening,2024-03-22 03:34:20.572993,L. Torres
C25251,applied,2024-03-23 03:34:20.572993,L. Torres
C25251,screening,2024-03-29 03:34:20.572993,L. Torres
C25252,applied,2024-04-05 03:34:20.572993,L. Torres
C25252,screening,2024-04-06 03:34:20.572993,L. Torres
C25252,interview_tech,2024-04-10 03:34:20.572993,L. Torres
C25253,applied,2024-03-18 03:34:20.572993,L. Torres
C25253,screening,2024-03-25 03:34:20.572993,L. Torres
C25254,applied,2024-03-13 03:34:20.572993,L. Torres
C25255,applied,2024-03-05 03:34:20.572993,L. Torres
C25255,screening,2024-03-13 03:34:20.572993,L. Torres
C25255,interview_tech,2024-03-20 03:34:20.572993,L. Torres
C25256,applied,2024-02-23 03:34:20.572993,F. Aguirre
C25257,applied,2024-03-12 03:34:20.572993,F. Aguirre
C25257,screening,2024-03-19 03:34:20.572993,F. Aguirre
C25258,applied,2024-03-13 03:34:20.572993,F. Aguirre
C25259,applied,2024-02-28 03:34:20.572993,F. Aguirre
C25259,screening,2024-03-07 03:34:20.572993,F. Aguirre
C25259,interview_tech,2024-03-08 03:34:20.572993,F. Aguirre
C25259,interview_mgr,2024-03-16 03:34:20.572993,F. Aguirre
C25260,applied,2024-02-21 03:34:20.572993,F. Aguirre
C25260,screening,2024-02-28 03:34:20.572993,F. Aguirre
C25261,applied,2024-03-15 03:34:20.572993,F. Aguirre
C25261,screening,2024-03-18 03:34:20.572993,F. Aguirre
C25262,applied,2024-02-17 03:34:20.572993,F. Aguirre
C25262,screening,2024-02-25 03:34:20.572993,F. Aguirre
C25262,interview_tech,2024-03-05 03:34:20.572993,F. Aguirre
C25263,applied,2024-02-16 03:34:20.572993,F. Aguirre
C25263,screening,2024-02-24 03:34:20.572993,F. Aguirre
C25263,interview_tech,2024-03-02 03:34:20.572993,F. Aguirre
C25263,interview_mgr,2024-03-03 03:34:20.572993,F. Aguirre
C25263,offer,2024-03-07 03:34:20.572993,F. Aguirre
C25264,applied,2024-02-24 03:34:20.572993,F. Aguirre
C25264,screening,2024-02-28 03:34:20.572993,F. Aguirre
C25264,interview_tech,2024-03-06 03:34:20.572993,F. Aguirre
C25265,applied,2024-03-16 03:34:20.572993,F. Aguirre
C25265,screening,2024-03-17 03:34:20.572993,F. Aguirre
C25266,applied,2024-02-27 03:34:20.572993,F. Aguirre
C25266,screening,2024-03-08 03:34:20.572993,F. Aguirre
C25266,interview_tech,2024-03-14 03:34:20.572993,F. Aguirre
C25267,applied,2024-02-21 03:34:20.572993,F. Aguirre
C25267,screening,2024-02-22 03:34:20.572993,F. Aguirre
C25268,applied,2024-04-22 03:34:20.572993,L. Torres
C25268,screening,2024-04-26 03:34:20.572993,L. Torres
C25268,interview_tech,2024-04-27 03:34:20.572993,L. Torres
C25269,applied,2024-05-02 03:34:20.572993,L. Torres
C25270,applied,2024-04-25 03:34:20.572993,L. Torres
C25270,screening,2024-04-26 03:34:20.572993,L. Torres
C25270,interview_tech,2024-04-30 03:34:20.572993,L. Torres
C25271,applied,2024-04-09 03:34:20.572993,L. Torres
C25271,screening,2024-04-10 03:34:20.572993,L. Torres
C25272,applied,2024-04-20 03:34:20.572993,L. Torres
C25272,screening,2024-04-30 03:34:20.572993,L. Torres
C25273,applied,2024-11-15 03:34:20.572993,F. Aguirre
C25273,screening,2024-11-20 03:34:20.572993,F. Aguirre
C25274,applied,2024-11-07 03:34:20.572993,F. Aguirre
C25274,screening,2024-11-11 03:34:20.572993,F. Aguirre
C25274,interview_tech,2024-11-14 03:34:20.572993,F. Aguirre
C25275,applied,2024-11-08 03:34:20.572993,F. Aguirre
C25276,applied,2024-10-30 03:34:20.572993,F. Aguirre
C25276,screening,2024-11-05 03:34:20.572993,F. Aguirre
C25277,applied,2024-11-05 03:34:20.572993,F. Aguirre
C25278,applied,2024-11-05 03:34:20.572993,F. Aguirre
C25279,applied,2024-11-20 03:34:20.572993,F. Aguirre
C25279,screening,2024-11-23 03:34:20.572993,F. Aguirre
C25280,applied,2024-11-21 03:34:20.572993,F. Aguirre
C25281,applied,2024-10-22 03:34:20.572993,F. Aguirre
C25281,screening,2024-10-27 03:34:20.572993,F. Aguirre
C25282,applied,2024-11-03 03:34:20.572993,F. Aguirre
C25282,screening,2024-11-05 03:34:20.572993,F. Aguirre
C25283,applied,2024-11-19 03:34:20.572993,F. Aguirre
C25283,screening,2024-11-30 03:34:20.572993,F. Aguirre
C25284,applied,2024-11-06 03:34:20.572993,F. Aguirre
C25285,applied,2024-11-11 03:34:20.572993,F. Aguirre
C25285,screening,2024-11-13 03:34:20.572993,F. Aguirre
C25286,applied,2024-11-07 03:34:20.572993,F. Aguirre
C25286,screening,2024-11-13 03:34:20.572993,F. Aguirre
C25287,applied,2023-12-20 03:34:20.572993,F. Aguirre
C25288,applied,2023-12-22 03:34:20.572993,F. Aguirre
C25289,applied,2023-12-11 03:34:20.572993,F. Aguirre
C25289,screening,2023-12-13 03:34:20.572993,F. Aguirre
C25289,interview_tech,2023-12-22 03:34:20.572993,F. Aguirre
C25290,applied,2023-12-18 03:34:20.572993,F. Aguirre
C25290,screening,2023-12-22 03:34:20.572993,F. Aguirre
C25291,applied,2023-12-11 03:34:20.572993,F. Aguirre
C25292,applied,2023-12-29 03:34:20.572993,F. Aguirre
C25293,applied,2023-12-11 03:34:20.572993,F. Aguirre
C25294,applied,2023-11-30 03:34:20.572993,F. Aguirre
C25295,applied,2023-12-21 03:34:20.572993,F. Aguirre
C25295,screening,2023-12-30 03:34:20.572993,F. Aguirre
C25295,interview_tech,2023-12-31 03:34:20.572993,F. Aguirre
C25296,applied,2023-12-27 03:34:20.572993,F. Aguirre
C25296,screening,2024-01-01 03:34:20.572993,F. Aguirre
C25296,interview_tech,2024-01-04 03:34:20.572993,F. Aguirre
C25296,interview_mgr,2024-01-13 03:34:20.572993,F. Aguirre
C25296,offer,2024-01-17 03:34:20.572993,F. Aguirre
C25297,applied,2023-12-16 03:34:20.572993,F. Aguirre
C25298,applied,2023-12-26 03:34:20.572993,F. Aguirre
C25298,screening,2023-12-30 03:34:20.572993,F. Aguirre
C25299,applied,2023-12-08 03:34:20.572993,F. Aguirre
C25299,screening,2023-12-14 03:34:20.572993,F. Aguirre
C25299,interview_tech,2023-12-16 03:34:20.572993,F. Aguirre
C25299,interview_mgr,2023-12-22 03:34:20.572993,F. Aguirre
C25300,applied,2023-12-19 03:34:20.572993,F. Aguirre
C25301,applied,2023-11-28 03:34:20.572993,F. Aguirre
C25302,applied,2024-11-13 03:34:20.572993,L. Torres
C25302,screening,2024-11-14 03:34:20.572993,L. Torres
C25302,interview_tech,2024-11-17 03:34:20.572993,L. Torres
C25303,applied,2024-10-08 03:34:20.572993,L. Torres
C25303,screening,2024-10-20 03:34:20.572993,L. Torres
C25303,interview_tech,2024-10-26 03:34:20.572993,L. Torres
C25303,interview_mgr,2024-11-02 03:34:20.572993,L. Torres
C25304,applied,2024-10-27 03:34:20.572993,L. Torres
C25304,screening,2024-10-30 03:34:20.572993,L. Torres
C25304,interview_tech,2024-11-07 03:34:20.572993,L. Torres
C25305,applied,2024-10-15 03:34:20.572993,L. Torres
C25305,screening,2024-10-16 03:34:20.572993,L. Torres
C25306,applied,2024-11-01 03:34:20.572993,L. Torres
C25306,screening,2024-11-02 03:34:20.572993,L. Torres
C25307,applied,2024-10-07 03:34:20.572993,L. Torres
C25307,screening,2024-10-11 03:34:20.572993,L. Torres
C25307,interview_tech,2024-10-21 03:34:20.572993,L. Torres
C25308,applied,2024-10-23 03:34:20.572993,L. Torres
C25309,applied,2024-10-28 03:34:20.572993,L. Torres
C25310,applied,2024-10-30 03:34:20.572993,L. Torres
C25310,screening,2024-11-09 03:34:20.572993,L. Torres
C25311,applied,2024-10-19 03:34:20.572993,L. Torres
C25311,screening,2024-10-26 03:34:20.572993,L. Torres
C25312,applied,2024-10-14 03:34:20.572993,L. Torres
C25313,applied,2024-11-05 03:34:20.572993,L. Torres
C25314,applied,2024-10-16 03:34:20.572993,L. Torres
C25314,screening,2024-10-17 03:34:20.572993,L. Torres
C25314,interview_tech,2024-10-28 03:34:20.572993,L. Torres
C25315,applied,2024-11-11 03:34:20.572993,L. Torres
C25316,applied,2024-12-31 03:34:20.572993,J. Medina
C25316,screening,2025-01-07 03:34:20.572993,J. Medina
C25316,interview_tech,2025-01-09 03:34:20.572993,J. Medina
C25317,applied,2025-01-12 03:34:20.572993,J. Medina
C25318,applied,2025-02-05 03:34:20.572993,J. Medina
C25318,screening,2025-02-09 03:34:20.572993,J. Medina
C25318,interview_tech,2025-02-15 03:34:20.572993,J. Medina
C25318,interview_mgr,2025-02-20 03:34:20.572993,J. Medina
C25318,offer,2025-03-04 03:34:20.572993,J. Medina
C25319,applied,2025-01-27 03:34:20.572993,J. Medina
C25319,screening,2025-02-03 03:34:20.572993,J. Medina
C25319,interview_tech,2025-02-09 03:34:20.572993,J. Medina
C25320,applied,2025-02-04 03:34:20.572993,J. Medina
C25320,screening,2025-02-08 03:34:20.572993,J. Medina
C25320,interview_tech,2025-02-11 03:34:20.572993,J. Medina
C25321,applied,2025-02-06 03:34:20.572993,J. Medina
C25321,screening,2025-02-14 03:34:20.572993,J. Medina
C25322,applied,2025-01-10 03:34:20.572993,J. Medina
C25322,screening,2025-01-13 03:34:20.572993,J. Medina
C25322,interview_tech,2025-01-20 03:34:20.572993,J. Medina
C25322,interview_mgr,2025-01-25 03:34:20.572993,J. Medina
C25322,offer,2025-02-01 03:34:20.572993,J. Medina
C25323,applied,2024-09-26 03:34:20.572993,L. Torres
C25324,applied,2024-09-22 03:34:20.572993,L. Torres
C25324,screening,2024-09-27 03:34:20.572993,L. Torres
C25325,applied,2024-09-28 03:34:20.572993,L. Torres
C25325,screening,2024-10-06 03:34:20.572993,L. Torres
C25326,applied,2024-10-06 03:34:20.572993,L. Torres
C25326,screening,2024-10-14 03:34:20.572993,L. Torres
C25326,interview_tech,2024-10-19 03:34:20.572993,L. Torres
C25327,applied,2024-10-15 03:34:20.572993,L. Torres
C25328,applied,2024-09-25 03:34:20.572993,L. Torres
C25328,screening,2024-09-26 03:34:20.572993,L. Torres
C25328,interview_tech,2024-10-03 03:34:20.572993,L. Torres
C25329,applied,2024-09-25 03:34:20.572993,L. Torres
C25329,screening,2024-09-30 03:34:20.572993,L. Torres
C25330,applied,2024-10-11 03:34:20.572993,L. Torres
C25330,screening,2024-10-17 03:34:20.572993,L. Torres
C25330,interview_tech,2024-10-18 03:34:20.572993,L. Torres
C25331,applied,2024-10-06 03:34:20.572993,L. Torres
C25332,applied,2024-10-18 03:34:20.572993,L. Torres
C25333,applied,2024-09-12 03:34:20.572993,L. Torres
C25333,screening,2024-09-13 03:34:20.572993,L. Torres
C25334,applied,2024-10-13 03:34:20.572993,L. Torres
C25334,screening,2024-10-16 03:34:20.572993,L. Torres
C25334,interview_tech,2024-10-18 03:34:20.572993,L. Torres
C25335,applied,2024-10-23 03:34:20.572993,L. Torres
C25336,applied,2025-08-19 03:34:20.572993,L. Torres
C25336,screening,2025-08-25 03:34:20.572993,L. Torres
C25336,interview_tech,2025-08-28 03:34:20.572993,L. Torres
C25337,applied,2025-07-29 03:34:20.572993,L. Torres
C25337,screening,2025-08-03 03:34:20.572993,L. Torres
C25338,applied,2025-07-28 03:34:20.572993,L. Torres
C25338,screening,2025-07-30 03:34:20.572993,L. Torres
C25339,applied,2025-07-23 03:34:20.572993,L. Torres
C25339,screening,2025-07-25 03:34:20.572993,L. Torres
C25340,applied,2025-08-10 03:34:20.572993,L. Torres
C25340,screening,2025-08-22 03:34:20.572993,L. Torres
C25340,interview_tech,2025-08-28 03:34:20.572993,L. Torres
C25341,applied,2025-08-22 03:34:20.572993,L. Torres
C25341,screening,2025-08-27 03:34:20.572993,L. Torres
C25341,interview_tech,2025-09-03 03:34:20.572993,L. Torres
C25341,interview_mgr,2025-09-06 03:34:20.572993,L. Torres
C25342,applied,2025-08-15 03:34:20.572993,L. Torres
C25342,screening,2025-08-24 03:34:20.572993,L. Torres
C25342,interview_tech,2025-08-30 03:34:20.572993,L. Torres
C25342,interview_mgr,2025-09-02 03:34:20.572993,L. Torres
C25342,offer,2025-09-08 03:34:20.572993,L. Torres
C25343,applied,2025-08-17 03:34:20.572993,L. Torres
C25343,screening,2025-08-23 03:34:20.572993,L. Torres
C25343,interview_tech,2025-08-24 03:34:20.572993,L. Torres
C25344,applied,2025-08-22 03:34:20.572993,L. Torres
C25344,screening,2025-08-26 03:34:20.572993,L. Torres
C25344,interview_tech,2025-08-30 03:34:20.572993,L. Torres
C25345,applied,2025-08-08 03:34:20.572993,L. Torres
C25345,screening,2025-08-13 03:34:20.572993,L. Torres
C25345,interview_tech,2025-08-16 03:34:20.572993,L. Torres
C25346,applied,2025-08-09 03:34:20.572993,L. Torres
C25346,screening,2025-08-14 03:34:20.572993,L. Torres
C25346,interview_tech,2025-08-23 03:34:20.572993,L. Torres
C25346,interview_mgr,2025-08-30 03:34:20.572993,L. Torres
C25347,applied,2025-08-11 03:34:20.572993,L. Torres
C25347,screening,2025-08-19 03:34:20.572993,L. Torres
C25347,interview_tech,2025-08-20 03:34:20.572993,L. Torres
C25348,applied,2025-08-16 03:34:20.572993,L. Torres
C25349,applied,2025-07-15 03:34:20.572993,L. Torres
C25350,applied,2025-07-17 03:34:20.572993,L. Torres
C25350,screening,2025-07-26 03:34:20.572993,L. Torres
C25351,applied,2025-08-20 03:34:20.572993,L. Torres
C25351,screening,2025-08-23 03:34:20.572993,L. Torres
C25352,applied,2024-07-10 03:34:20.572993,L. Torres
C25352,screening,2024-07-18 03:34:20.572993,L. Torres
C25353,applied,2024-07-03 03:34:20.572993,L. Torres
C25353,screening,2024-07-05 03:34:20.572993,L. Torres
C25353,interview_tech,2024-07-12 03:34:20.572993,L. Torres
C25354,applied,2024-06-27 03:34:20.572993,L. Torres
C25354,screening,2024-07-01 03:34:20.572993,L. Torres
C25355,applied,2024-07-06 03:34:20.572993,L. Torres
C25355,screening,2024-07-08 03:34:20.572993,L. Torres
C25356,applied,2024-06-27 03:34:20.572993,L. Torres
C25356,screening,2024-06-28 03:34:20.572993,L. Torres
C25356,interview_tech,2024-07-01 03:34:20.572993,L. Torres
C25357,applied,2024-07-22 03:34:20.572993,L. Torres
C25358,applied,2024-08-04 03:34:20.572993,L. Torres
C25358,screening,2024-08-07 03:34:20.572993,L. Torres
C25358,interview_tech,2024-08-15 03:34:20.572993,L. Torres
C25359,applied,2024-07-12 03:34:20.572993,L. Torres
C25359,screening,2024-07-14 03:34:20.572993,L. Torres
C25360,applied,2024-08-01 03:34:20.572993,L. Torres
C25360,screening,2024-08-06 03:34:20.572993,L. Torres
C25360,interview_tech,2024-08-12 03:34:20.572993,L. Torres
C25361,applied,2024-07-25 03:34:20.572993,L. Torres
C25361,screening,2024-07-31 03:34:20.572993,L. Torres
C25361,interview_tech,2024-08-04 03:34:20.572993,L. Torres
C25361,interview_mgr,2024-08-08 03:34:20.572993,L. Torres
C25362,applied,2024-07-06 03:34:20.572993,L. Torres
C25362,screening,2024-07-12 03:34:20.572993,L. Torres
C25362,interview_tech,2024-07-19 03:34:20.572993,L. Torres
C25363,applied,2024-12-03 03:34:20.572993,J. Medina
C25364,applied,2024-11-17 03:34:20.572993,J. Medina
C25364,screening,2024-11-20 03:34:20.572993,J. Medina
C25364,interview_tech,2024-11-21 03:34:20.572993,J. Medina
C25364,interview_mgr,2024-11-22 03:34:20.572993,J. Medina
C25365,applied,2024-11-27 03:34:20.572993,J. Medina
C25365,screening,2024-12-02 03:34:20.572993,J. Medina
C25365,interview_tech,2024-12-05 03:34:20.572993,J. Medina
C25365,interview_mgr,2024-12-08 03:34:20.572993,J. Medina
C25366,applied,2024-11-19 03:34:20.572993,J. Medina
C25367,applied,2024-11-29 03:34:20.572993,J. Medina
C25367,screening,2024-12-04 03:34:20.572993,J. Medina
C25368,applied,2024-11-05 03:34:20.572993,J. Medina
C25369,applied,2024-12-07 03:34:20.572993,J. Medina
C25369,screening,2024-12-14 03:34:20.572993,J. Medina
C25370,applied,2024-11-03 03:34:20.572993,J. Medina
C25370,screening,2024-11-10 03:34:20.572993,J. Medina
C25371,applied,2024-11-10 03:34:20.572993,J. Medina
C25371,screening,2024-11-14 03:34:20.572993,J. Medina
C25372,applied,2024-11-10 03:34:20.572993,J. Medina
C25373,applied,2024-12-02 03:34:20.572993,J. Medina
C25374,applied,2024-11-12 03:34:20.572993,J. Medina
C25374,screening,2024-11-18 03:34:20.572993,J. Medina
C25375,applied,2024-11-27 03:34:20.572993,J. Medina
C25375,screening,2024-12-04 03:34:20.572993,J. Medina
C25376,applied,2024-12-07 03:34:20.572993,J. Medina
C25376,screening,2024-12-11 03:34:20.572993,J. Medina
C25376,interview_tech,2024-12-15 03:34:20.572993,J. Medina
C25377,applied,2024-11-12 03:34:20.572993,J. Medina
C25377,screening,2024-11-18 03:34:20.572993,J. Medina
C25378,applied,2024-11-15 03:34:20.572993,J. Medina
C25378,screening,2024-11-16 03:34:20.572993,J. Medina
C25378,interview_tech,2024-11-22 03:34:20.572993,J. Medina
C25378,interview_mgr,2024-11-25 03:34:20.572993,J. Medina
C25379,applied,2024-10-03 03:34:20.572993,E. Sánchez
C25379,screening,2024-10-06 03:34:20.572993,E. Sánchez
C25379,interview_tech,2024-10-11 03:34:20.572993,E. Sánchez
C25380,applied,2024-10-15 03:34:20.572993,E. Sánchez
C25381,applied,2024-10-23 03:34:20.572993,E. Sánchez
C25381,screening,2024-11-01 03:34:20.572993,E. Sánchez
C25382,applied,2024-10-09 03:34:20.572993,E. Sánchez
C25383,applied,2024-10-25 03:34:20.572993,E. Sánchez
C25383,screening,2024-10-30 03:34:20.572993,E. Sánchez
C25384,applied,2024-10-17 03:34:20.572993,E. Sánchez
C25384,screening,2024-10-22 03:34:20.572993,E. Sánchez
C25385,applied,2024-11-03 03:34:20.572993,E. Sánchez
C25385,screening,2024-11-10 03:34:20.572993,E. Sánchez
C25385,interview_tech,2024-11-15 03:34:20.572993,E. Sánchez
C25386,applied,2024-10-16 03:34:20.572993,E. Sánchez
C25386,screening,2024-10-25 03:34:20.572993,E. Sánchez
C25386,interview_tech,2024-11-07 03:34:20.572993,E. Sánchez
C25387,applied,2024-11-13 03:34:20.572993,E. Sánchez
C25387,screening,2024-11-17 03:34:20.572993,E. Sánchez
C25387,interview_tech,2024-11-25 03:34:20.572993,E. Sánchez
C25388,applied,2024-09-30 03:34:20.572993,E. Sánchez
C25388,screening,2024-10-06 03:34:20.572993,E. Sánchez
C25389,applied,2025-06-18 03:34:20.572993,E. Sánchez
C25390,applied,2025-06-27 03:34:20.572993,E. Sánchez
C25390,screening,2025-07-02 03:34:20.572993,E. Sánchez
C25391,applied,2025-06-17 03:34:20.572993,E. Sánchez
