id,job_id,source,experience_years,education,gender,applied_date,city,expected_salary
C26026,JR1467,Agencia,7,Universitario,F,2025-05-02 03:34:20.572993,Rosario,3843583
C26027,JR1467,LinkedIn,4,Terciario,F,2025-05-08 03:34:20.572993,Córdoba,3130366
C26028,JR1467,LinkedIn,0,Universitario,M,2025-05-10 03:34:20.572993,CABA,3771943
C26029,JR1467,LinkedIn,1,Bootcamp,F,2025-05-15 03:34:20.572993,CABA,3242125
C26030,JR1467,LinkedIn,5,Bootcamp,F,2025-04-28 03:34:20.572993,CABA,3765472
C26031,JR1467,LinkedIn,3,Universitario,F,2025-05-09 03:34:20.572993,GBA Sur,3684387
C26032,JR1467,Referido,4,Terciario,M,2025-05-16 03:34:20.572993,CABA,2912251
C26033,JR1467,Portal Empleo,2,Universitario,F,2025-05-23 03:34:20.572993,Mendoza,3577765
C26034,JR1467,Universidades,5,Universitario,F,2025-04-28 03:34:20.572993,GBA Norte,3300646
C26035,JR1467,Referido,3,Universitario,F,2025-05-11 03:34:20.572993,Rosario,3862930
C26036,JR1467,Referido,4,Universitario,F,2025-05-06 03:34:20.572993,Córdoba,3626220
C26037,JR1467,Referido,2,Universitario,M,2025-05-22 03:34:20.572993,CABA,3241222
C26038,JR1467,Referido,6,Terciario,M,2025-04-21 03:34:20.572993,CABA,3419274
C26039,JR1468,Referido,3,Universitario,M,2025-04-30 03:34:20.572993,CABA,4786053
C26040,JR1468,LinkedIn,6,Bootcamp,M,2025-04-30 03:34:20.572993,Mendoza,4236798
C26041,JR1468,LinkedIn,1,Terciario,F,2025-04-21 03:34:20.572993,CABA,4063404
C26042,JR1468,LinkedIn,8,Universitario,M,2025-04-23 03:34:20.572993,GBA Sur,4857604
C26043,JR1468,LinkedIn,7,Universitario,M,2025-04-28 03:34:20.572993,GBA Norte,4435647
C26044,JR1468,Portal Empleo,0,Universitario,M,2025-04-24 03:34:20.572993,Córdoba,4317730
C26045,JR1468,LinkedIn,2,Posgrado,M,2025-04-10 03:34:20.572993,CABA,4048320
C26046,JR1468,Orgánico,5,Universitario,M,2025-04-28 03:34:20.572993,Rosario,3978460
C26047,JR1468,Orgánico,1,Universitario,M,2025-04-29 03:34:20.572993,Mendoza,4742646
C26048,JR1468,Universidades,4,Universitario,X,2025-04-20 03:34:20.572993,GBA Norte,4134620
C26049,JR1468,Orgánico,5,Terciario,M,2025-05-04 03:34:20.572993,CABA,4210210
C26050,JR1468,LinkedIn,4,Universitario,F,2025-05-07 03:34:20.572993,Rosario,4517954
C26051,JR1468,Referido,5,Universitario,M,2025-04-13 03:34:20.572993,GBA Sur,4695693
C26052,JR1469,LinkedIn,2,Terciario,F,2025-11-05 03:34:20.572993,GBA Sur,2552817
C26053,JR1469,Agencia,0,Universitario,F,2025-10-05 03:34:20.572993,Rosario,2432742
C26054,JR1469,Orgánico,6,Terciario,M,2025-10-15 03:34:20.572993,Córdoba,2270422
C26055,JR1469,Agencia,6,Universitario,F,2025-10-24 03:34:20.572993,Rosario,3019461
C26056,JR1469,Referido,10,Posgrado,F,2025-10-06 03:34:20.572993,Mendoza,2762664
C26057,JR1469,Portal Empleo,0,Terciario,M,2025-10-25 03:34:20.572993,CABA,2741341
C26058,JR1469,LinkedIn,6,Universitario,F,2025-10-19 03:34:20.572993,CABA,2254521
C26059,JR1469,LinkedIn,0,Bootcamp,F,2025-10-08 03:34:20.572993,CABA,2513377
C26060,JR1469,Portal Empleo,8,Terciario,M,2025-10-19 03:34:20.572993,Mendoza,2656211
C26061,JR1469,Referido,5,Universitario,M,2025-10-11 03:34:20.572993,CABA,2515780
C26062,JR1469,Universidades,2,Universitario,M,2025-10-20 03:34:20.572993,GBA Norte,2420009
C26063,JR1469,LinkedIn,6,Universitario,M,2025-09-29 03:34:20.572993,CABA,2356021
C26064,JR1469,Agencia,3,Universitario,M,2025-10-12 03:34:20.572993,Córdoba,2607122
C26065,JR1469,Referido,5,Universitario,M,2025-10-02 03:34:20.572993,GBA Sur,2537114
C26066,JR1470,Agencia,5,Terciario,M,2024-01-16 03:34:20.572993,GBA Norte,4168208
C26067,JR1470,Agencia,8,Terciario,F,2024-01-20 03:34:20.572993,GBA Sur,4137590
C26068,JR1470,Orgánico,9,Universitario,M,2024-01-17 03:34:20.572993,CABA,4431777
C26069,JR1470,LinkedIn,3,Universitario,M,2024-01-04 03:34:20.572993,Rosario,3829399
C26070,JR1470,Orgánico,7,Posgrado,M,2023-12-19 03:34:20.572993,CABA,4606147
C26071,JR1470,LinkedIn,5,Universitario,M,2024-01-01 03:34:20.572993,CABA,3925982
C26072,JR1470,LinkedIn,0,Terciario,M,2024-01-04 03:34:20.572993,CABA,4502375
C26073,JR1471,Referido,2,Universitario,M,2024-01-17 03:34:20.572993,CABA,1088926
C26074,JR1471,Agencia,10,Universitario,F,2024-02-12 03:34:20.572993,GBA Sur,1358378
C26075,JR1471,Referido,5,Universitario,M,2024-02-08 03:34:20.572993,Córdoba,1307243
C26076,JR1471,Agencia,6,Posgrado,M,2024-01-20 03:34:20.572993,CABA,1445844
C26077,JR1471,Portal Empleo,3,Terciario,M,2024-01-10 03:34:20.572993,GBA Norte,1291125
C26078,JR1471,LinkedIn,3,Universitario,M,2024-01-23 03:34:20.572993,CABA,1397395
C26079,JR1471,Orgánico,4,Universitario,F,2024-02-11 03:34:20.572993,Rosario,1349456
C26080,JR1471,LinkedIn,3,Terciario,F,2024-02-14 03:34:20.572993,GBA Sur,1260686
C26081,JR1471,Orgánico,0,Universitario,M,2024-02-07 03:34:20.572993,GBA Norte,1274018
C26082,JR1471,LinkedIn,1,Universitario,M,2024-01-22 03:34:20.572993,CABA,1326672
C26083,JR1471,Referido,6,Universitario,F,2024-01-12 03:34:20.572993,CABA,1461879
C26084,JR1471,Referido,3,Universitario,F,2024-01-16 03:34:20.572993,CABA,1392257
C26085,JR1471,LinkedIn,4,Universitario,M,2024-01-31 03:34:20.572993,GBA Sur,1274404
C26086,JR1471,LinkedIn,5,Universitario,M,2024-01-15 03:34:20.572993,GBA Norte,1348500
C26087,JR1471,LinkedIn,5,Universitario,F,2024-01-25 03:34:20.572993,CABA,1200540
C26088,JR1471,LinkedIn,7,Universitario,M,2024-01-30 03:34:20.572993,CABA,1273553
C26089,JR1471,LinkedIn,1,Universitario,M,2024-02-15 03:34:20.572993,Mendoza,1343955
C26090,JR1471,Referido,5,Terciario,F,2024-02-03 03:34:20.572993,CABA,1220243
C26091,JR1471,Agencia,6,Terciario,F,2024-01-16 03:34:20.572993,GBA Norte,1304691
C26092,JR1472,Referido,6,Terciario,M,2025-07-01 03:34:20.572993,Rosario,4538717
C26093,JR1472,Orgánico,0,Terciario,F,2025-07-19 03:34:20.572993,GBA Sur,3818426
C26094,JR1472,Portal Empleo,5,Universitario,M,2025-07-01 03:34:20.572993,GBA Norte,4450253
C26095,JR1472,Portal Empleo,8,Universitario,M,2025-07-19 03:34:20.572993,Córdoba,3793114
C26096,JR1472,Portal Empleo,4,Universitario,F,2025-06-14 03:34:20.572993,CABA,3480381
C26097,JR1472,Referido,5,Universitario,F,2025-06-18 03:34:20.572993,CABA,4253893
C26098,JR1472,Portal Empleo,6,Universitario,M,2025-06-29 03:34:20.572993,CABA,3506319
C26099,JR1472,LinkedIn,1,Universitario,M,2025-07-01 03:34:20.572993,CABA,4113021
C26100,JR1473,Agencia,9,Universitario,F,2024-10-29 03:34:20.572993,CABA,1249215
C26101,JR1473,Agencia,5,Terciario,M,2024-10-30 03:34:20.572993,Córdoba,1471466
C26102,JR1473,LinkedIn,5,Terciario,M,2024-10-31 03:34:20.572993,GBA Norte,1422413
C26103,JR1473,Agencia,0,Universitario,F,2024-10-14 03:34:20.572993,CABA,1385642
C26104,JR1473,LinkedIn,6,Universitario,M,2024-10-23 03:34:20.572993,CABA,1340200
C26105,JR1473,LinkedIn,5,Terciario,F,2024-10-02 03:34:20.572993,CABA,1374292
C26106,JR1473,LinkedIn,8,Universitario,M,2024-11-02 03:34:20.572993,Córdoba,1452468
C26107,JR1473,Agencia,3,Posgrado,M,2024-09-28 03:34:20.572993,CABA,1201015
C26108,JR1473,Portal Empleo,2,Terciario,M,2024-10-27 03:34:20.572993,CABA,1206980
C26109,JR1473,Agencia,2,Bootcamp,M,2024-10-26 03:34:20.572993,Córdoba,1339725
C26110,JR1473,LinkedIn,3,Posgrado,M,2024-10-20 03:34:20.572993,Mendoza,1334945
C26111,JR1473,Referido,1,Posgrado,M,2024-10-28 03:34:20.572993,CABA,1497252
C26112,JR1473,Portal Empleo,7,Posgrado,M,2024-09-30 03:34:20.572993,Córdoba,1405064
C26113,JR1473,LinkedIn,7,Terciario,M,2024-10-24 03:34:20.572993,CABA,1233094
C26114,JR1474,Portal Empleo,4,Terciario,X,2025-02-17 03:34:20.572993,Córdoba,3405172
C26115,JR1474,LinkedIn,3,Terciario,M,2025-02-12 03:34:20.572993,Mendoza,3495908
C26116,JR1474,LinkedIn,0,Terciario,F,2025-02-07 03:34:20.572993,GBA Sur,2967130
C26117,JR1474,Referido,6,Universitario,M,2025-02-20 03:34:20.572993,CABA,3367620
C26118,JR1474,Portal Empleo,8,Posgrado,F,2025-02-23 03:34:20.572993,GBA Sur,3269597
C26119,JR1474,LinkedIn,2,Universitario,M,2025-01-18 03:34:20.572993,Córdoba,3251104
C26120,JR1474,LinkedIn,4,Universitario,M,2025-01-21 03:34:20.572993,CABA,3112258
C26121,JR1474,LinkedIn,5,Universitario,X,2025-02-08 03:34:20.572993,GBA Sur,3393126
C26122,JR1474,LinkedIn,8,Terciario,X,2025-02-02 03:34:20.572993,CABA,3986999
C26123,JR1474,LinkedIn,4,Universitario,M,2025-02-18 03:34:20.572993,CABA,3075975
C26124,JR1474,LinkedIn,4,Universitario,M,2025-02-20 03:34:20.572993,CABA,3248977
C26125,JR1474,Portal Empleo,4,Posgrado,M,2025-02-07 03:34:20.572993,Córdoba,3757967
C26126,JR1474,Referido,0,Universitario,F,2025-02-13 03:34:20.572993,CABA,3782249
C26127,JR1474,Agencia,0,Universitario,M,2025-02-23 03:34:20.572993,CABA,2996740
C26128,JR1474,Portal Empleo,2,Terciario,M,2025-01-20 03:34:20.572993,GBA Norte,3348092
C26129,JR1474,LinkedIn,7,Bootcamp,M,2025-02-20 03:34:20.572993,GBA Norte,3563410
C26130,JR1474,LinkedIn,3,Universitario,F,2025-01-24 03:34:20.572993,Rosario,3550748
C26131,JR1474,Agencia,3,Universitario,M,2025-02-15 03:34:20.572993,CABA,3369917
C26132,JR1475,LinkedIn,3,Bootcamp,M,2025-08-09 03:34:20.572993,Córdoba,2129604
C26133,JR1475,LinkedIn,4,Universitario,F,2025-09-13 03:34:20.572993,GBA Sur,2064938
C26134,JR1475,LinkedIn,8,Universitario,F,2025-08-08 03:34:20.572993,Córdoba,1892758
C26135,JR1475,Portal Empleo,4,Terciario,F,2025-08-18 03:34:20.572993,CABA,1747469
C26136,JR1475,Referido,2,Universitario,M,2025-08-21 03:34:20.572993,CABA,2137936
C26137,JR1475,Universidades,4,Posgrado,M,2025-08-22 03:34:20.572993,CABA,2378699
C26138,JR1475,Orgánico,8,Terciario,M,2025-08-09 03:34:20.572993,GBA Sur,1882978
C26139,JR1475,LinkedIn,3,Bootcamp,F,2025-09-02 03:34:20.572993,GBA Norte,2205137
C26140,JR1475,LinkedIn,1,Universitario,F,2025-08-29 03:34:20.572993,Mendoza,1999873
C26141,JR1475,LinkedIn,3,Universitario,F,2025-09-08 03:34:20.572993,CABA,2002625
C26142,JR1475,LinkedIn,4,Universitario,M,2025-09-02 03:34:20.572993,CABA,2266169
C26143,JR1475,LinkedIn,6,Terciario,M,2025-08-30 03:34:20.572993,GBA Sur,2215827
C26144,JR1475,LinkedIn,7,Universitario,F,2025-09-13 03:34:20.572993,CABA,1803964
C26145,JR1475,LinkedIn,1,Universitario,F,2025-09-02 03:34:20.572993,Rosario,2003592
C26146,JR1476,LinkedIn,2,Universitario,F,2025-10-16 03:34:20.572993,Rosario,2085328
C26147,JR1476,LinkedIn,3,Bootcamp,M,2025-09-30 03:34:20.572993,Rosario,1863874
C26148,JR1476,Universidades,6,Universitario,M,2025-10-20 03:34:20.572993,GBA Norte,2082606
C26149,JR1476,Referido,1,Universitario,M,2025-10-21 03:34:20.572993,CABA,1758549
C26150,JR1476,Universidades,2,Terciario,M,2025-10-09 03:34:20.572993,CABA,1912647
C26151,JR1476,LinkedIn,3,Universitario,F,2025-10-02 03:34:20.572993,CABA,2190217
C26152,JR1477,Referido,6,Universitario,M,2025-01-24 03:34:20.572993,Rosario,2016714
C26153,JR1477,LinkedIn,5,Universitario,F,2024-12-22 03:34:20.572993,CABA,2068002
C26154,JR1477,LinkedIn,6,Bootcamp,F,2025-01-10 03:34:20.572993,Córdoba,1967752
C26155,JR1477,LinkedIn,7,Posgrado,F,2024-12-27 03:34:20.572993,CABA,1909312
C26156,JR1477,Orgánico,3,Universitario,F,2024-12-26 03:34:20.572993,CABA,2107997
C26157,JR1477,Universidades,1,Bootcamp,F,2025-01-19 03:34:20.572993,GBA Norte,2230123
C26158,JR1477,LinkedIn,1,Universitario,M,2024-12-27 03:34:20.572993,CABA,2084538
C26159,JR1477,LinkedIn,0,Posgrado,F,2025-01-23 03:34:20.572993,CABA,1901421
C26160,JR1477,Referido,3,Universitario,M,2025-01-28 03:34:20.572993,CABA,2212414
C26161,JR1477,LinkedIn,3,Terciario,M,2025-01-19 03:34:20.572993,Mendoza,2062326
C26162,JR1477,LinkedIn,6,Bootcamp,M,2024-12-31 03:34:20.572993,Rosario,1793457
C26163,JR1477,LinkedIn,4,Terciario,F,2025-01-22 03:34:20.572993,CABA,1963512
C26164,JR1478,Referido,3,Universitario,M,2024-12-24 03:34:20.572993,CABA,2052894
C26165,JR1478,LinkedIn,4,Terciario,M,2024-12-27 03:34:20.572993,GBA Norte,2096892
C26166,JR1478,LinkedIn,1,Universitario,F,2024-12-28 03:34:20.572993,CABA,1832526
C26167,JR1478,LinkedIn,7,Universitario,M,2025-01-03 03:34:20.572993,CABA,1964683
C26168,JR1478,Referido,2,Universitario,M,2024-12-31 03:34:20.572993,Córdoba,2053478
C26169,JR1478,Universidades,1,Bootcamp,X,2025-01-04 03:34:20.572993,CABA,1918637
C26170,JR1478,LinkedIn,6,Terciario,M,2024-12-06 03:34:20.572993,Mendoza,1981529
C26171,JR1478,Agencia,5,Posgrado,F,2024-12-09 03:34:20.572993,Córdoba,2281986
C26172,JR1478,Agencia,0,Terciario,M,2025-01-02 03:34:20.572993,Córdoba,1937458
C26173,JR1478,Orgánico,6,Terciario,F,2025-01-01 03:34:20.572993,GBA Sur,2125333
C26174,JR1478,Agencia,2,Universitario,F,2024-12-25 03:34:20.572993,GBA Norte,2140591
C26175,JR1478,Portal Empleo,3,Posgrado,M,2024-12-12 03:34:20.572993,CABA,1918616
C26176,JR1478,Agencia,4,Terciario,M,2024-12-29 03:34:20.572993,CABA,1957525
C26177,JR1478,LinkedIn,5,Universitario,X,2024-12-31 03:34:20.572993,Córdoba,2088779
C26178,JR1478,Referido,5,Terciario,F,2025-01-01 03:34:20.572993,CABA,2120412
C26179,JR1478,Universidades,4,Bootcamp,F,2024-12-05 03:34:20.572993,CABA,1900477
C26180,JR1478,Agencia,3,Universitario,M,2025-01-04 03:34:20.572993,CABA,2173786
C26181,JR1478,Universidades,5,Universitario,F,2024-12-01 03:34:20.572993,CABA,2172681
C26182,JR1478,Agencia,4,Posgrado,F,2024-12-06 03:34:20.572993,CABA,2055676
C26183,JR1479,Agencia,9,Universitario,M,2025-10-10 03:34:20.572993,Córdoba,3913316
C26184,JR1479,Portal Empleo,5,Bootcamp,M,2025-10-06 03:34:20.572993,CABA,4312927
C26185,JR1479,Agencia,2,Bootcamp,M,2025-10-05 03:34:20.572993,GBA Norte,4034239
C26186,JR1479,Referido,3,Universitario,M,2025-10-13 03:34:20.572993,CABA,4237460
C26187,JR1479,Orgánico,4,Universitario,M,2025-09-16 03:34:20.572993,GBA Norte,4591359
C26188,JR1479,Agencia,7,Universitario,M,2025-09-18 03:34:20.572993,CABA,4238848
C26189,JR1479,Agencia,8,Bootcamp,F,2025-09-19 03:34:20.572993,GBA Norte,3882380
C26190,JR1479,Portal Empleo,3,Universitario,M,2025-09-21 03:34:20.572993,GBA Norte,3621477
C26191,JR1479,LinkedIn,2,Posgrado,F,2025-10-04 03:34:20.572993,Rosario,4155888
C26192,JR1480,LinkedIn,1,Universitario,M,2025-06-06 03:34:20.572993,CABA,3721327
C26193,JR1480,Orgánico,5,Universitario,M,2025-07-10 03:34:20.572993,Córdoba,3318405
C26194,JR1480,Referido,10,Terciario,F,2025-06-16 03:34:20.572993,Córdoba,3208266
C26195,JR1480,LinkedIn,5,Universitario,M,2025-06-17 03:34:20.572993,Rosario,3619275
C26196,JR1480,LinkedIn,0,Universitario,F,2025-06-24 03:34:20.572993,Rosario,3432197
C26197,JR1480,Agencia,2,Terciario,M,2025-06-07 03:34:20.572993,Córdoba,4058615
C26198,JR1480,Agencia,2,Universitario,M,2025-07-10 03:34:20.572993,Rosario,3455794
C26199,JR1480,Agencia,2,Universitario,M,2025-07-10 03:34:20.572993,CABA,3400572
C26200,JR1481,Portal Empleo,3,Universitario,X,2024-02-22 03:34:20.572993,CABA,2424176
C26201,JR1481,LinkedIn,5,Universitario,F,2024-02-05 03:34:20.572993,CABA,2329806
C26202,JR1481,LinkedIn,6,Terciario,M,2024-02-04 03:34:20.572993,Córdoba,2259347
C26203,JR1481,LinkedIn,7,Universitario,M,2024-02-05 03:34:20.572993,CABA,2551657
C26204,JR1481,Agencia,5,Posgrado,M,2024-02-25 03:34:20.572993,Córdoba,2557858
C26205,JR1481,LinkedIn,0,Universitario,M,2024-02-04 03:34:20.572993,CABA,2562221
C26206,JR1481,Portal Empleo,1,Bootcamp,M,2024-02-21 03:34:20.572993,Córdoba,2559643
C26207,JR1481,Referido,4,Terciario,M,2024-02-29 03:34:20.572993,Córdoba,2768549
C26208,JR1481,Referido,4,Posgrado,M,2024-03-01 03:34:20.572993,GBA Sur,2177625
C26209,JR1481,Orgánico,6,Universitario,M,2024-02-22 03:34:20.572993,Mendoza,2351270
C26210,JR1481,LinkedIn,4,Universitario,M,2024-02-15 03:34:20.572993,Córdoba,2329518
C26211,JR1481,Agencia,4,Universitario,F,2024-02-19 03:34:20.572993,CABA,2455548
C26212,JR1481,LinkedIn,5,Universitario,M,2024-02-22 03:34:20.572993,Mendoza,2043506
C26213,JR1481,LinkedIn,3,Universitario,F,2024-02-14 03:34:20.572993,GBA Sur,2467414
C26214,JR1481,Referido,4,Universitario,F,2024-02-13 03:34:20.572993,CABA,2392160
C26215,JR1481,LinkedIn,7,Terciario,M,2024-02-07 03:34:20.572993,CABA,2555425
C26216,JR1481,Agencia,4,Universitario,M,2024-03-06 03:34:20.572993,Córdoba,2848880
C26217,JR1481,Referido,4,Universitario,M,2024-02-13 03:34:20.572993,Córdoba,2434141
C26218,JR1482,LinkedIn,4,Universitario,M,2024-05-29 03:34:20.572993,Córdoba,2704292
C26219,JR1482,LinkedIn,7,Universitario,M,2024-06-26 03:34:20.572993,CABA,2760953
C26220,JR1482,Portal Empleo,1,Universitario,F,2024-06-28 03:34:20.572993,Rosario,2786176
C26221,JR1482,Agencia,8,Terciario,F,2024-06-06 03:34:20.572993,CABA,2774965
C26222,JR1482,Referido,1,Terciario,F,2024-06-03 03:34:20.572993,CABA,2768359
C26223,JR1482,Referido,2,Terciario,M,2024-06-16 03:34:20.572993,CABA,2879330
C26224,JR1482,Agencia,6,Terciario,F,2024-06-16 03:34:20.572993,CABA,2970614
C26225,JR1482,Portal Empleo,7,Universitario,M,2024-06-11 03:34:20.572993,GBA Sur,2751495
C26226,JR1482,LinkedIn,0,Universitario,F,2024-06-11 03:34:20.572993,CABA,2781347
C26227,JR1482,Portal Empleo,1,Bootcamp,F,2024-05-29 03:34:20.572993,CABA,2941087
C26228,JR1482,Portal Empleo,5,Bootcamp,F,2024-06-23 03:34:20.572993,CABA,2952718
C26229,JR1482,Portal Empleo,10,Terciario,M,2024-05-27 03:34:20.572993,GBA Norte,2979805
C26230,JR1482,Portal Empleo,7,Universitario,M,2024-05-23 03:34:20.572993,Rosario,3183268
C26231,JR1483,Universidades,3,Universitario,M,2024-08-28 03:34:20.572993,CABA,1725740
C26232,JR1483,LinkedIn,0,Terciario,M,2024-08-26 03:34:20.572993,GBA Norte,1745515
C26233,JR1483,Orgánico,4,Universitario,F,2024-08-26 03:34:20.572993,Rosario,1444323
C26234,JR1483,Referido,5,Universitario,M,2024-09-11 03:34:20.572993,Córdoba,1513278
C26235,JR1483,Portal Empleo,3,Universitario,M,2024-09-14 03:34:20.572993,CABA,1436860
C26236,JR1483,LinkedIn,2,Posgrado,F,2024-09-20 03:34:20.572993,CABA,1415048
C26237,JR1483,LinkedIn,4,Posgrado,M,2024-09-24 03:34:20.572993,Córdoba,1554642
C26238,JR1483,Agencia,2,Bootcamp,F,2024-08-25 03:34:20.572993,Córdoba,1413759
C26239,JR1483,Portal Empleo,9,Universitario,F,2024-09-11 03:34:20.572993,Córdoba,1541858
C26240,JR1483,LinkedIn,8,Posgrado,F,2024-09-14 03:34:20.572993,CABA,1411327
C26241,JR1484,Referido,6,Universitario,X,2025-05-07 03:34:20.572993,CABA,3586652
C26242,JR1484,LinkedIn,4,Universitario,M,2025-04-28 03:34:20.572993,GBA Sur,3901095
C26243,JR1484,Universidades,2,Posgrado,F,2025-05-14 03:34:20.572993,CABA,4202600
C26244,JR1484,Orgánico,4,Bootcamp,M,2025-05-18 03:34:20.572993,GBA Norte,3821392
C26245,JR1484,LinkedIn,8,Universitario,M,2025-05-22 03:34:20.572993,Córdoba,4080583
C26246,JR1484,Agencia,6,Universitario,M,2025-04-27 03:34:20.572993,GBA Norte,3630230
C26247,JR1484,Orgánico,5,Universitario,M,2025-05-29 03:34:20.572993,GBA Norte,3678804
C26248,JR1484,LinkedIn,6,Universitario,F,2025-05-02 03:34:20.572993,CABA,4312219
C26249,JR1484,Portal Empleo,5,Posgrado,M,2025-04-27 03:34:20.572993,CABA,3778820
C26250,JR1484,Referido,5,Universitario,M,2025-05-16 03:34:20.572993,CABA,4271601
C26251,JR1484,Portal Empleo,6,Universitario,M,2025-04-22 03:34:20.572993,Mendoza,3863211
C26252,JR1484,LinkedIn,5,Universitario,M,2025-05-22 03:34:20.572993,GBA Norte,3911157
C26253,JR1484,LinkedIn,6,Terciario,F,2025-05-20 03:34:20.572993,CABA,4251750
C26254,JR1484,Referido,4,Bootcamp,M,2025-05-17 03:34:20.572993,CABA,4717458
C26255,JR1484,LinkedIn,3,Terciario,M,2025-05-10 03:34:20.572993,CABA,3841487
C26256,JR1484,Agencia,3,Universitario,M,2025-05-18 03:34:20.572993,Córdoba,4602173
C26257,JR1484,LinkedIn,2,Posgrado,F,2025-05-18 03:34:20.572993,CABA,3911101
C26258,JR1484,LinkedIn,0,Universitario,M,2025-04-28 03:34:20.572993,GBA Norte,3925402
C26259,JR1484,Orgánico,2,Posgrado,F,2025-05-11 03:34:20.572993,GBA Sur,4959272
C26260,JR1484,Referido,2,Posgrado,F,2025-04-27 03:34:20.572993,Córdoba,3946474
C26261,JR1485,Referido,3,Terciario,M,2025-05-03 03:34:20.572993,Córdoba,4293965
C26262,JR1485,Orgánico,8,Universitario,F,2025-05-09 03:34:20.572993,CABA,4551745
C26263,JR1485,Orgánico,4,Universitario,M,2025-05-25 03:34:20.572993,Córdoba,4359464
C26264,JR1485,LinkedIn,5,Universitario,F,2025-05-16 03:34:20.572993,CABA,4496429
C26265,JR1485,Referido,5,Universitario,X,2025-05-01 03:34:20.572993,GBA Sur,4202141
C26266,JR1485,Universidades,8,Universitario,M,2025-04-30 03:34:20.572993,CABA,4265997
C26267,JR1485,LinkedIn,3,Terciario,F,2025-05-11 03:34:20.572993,Córdoba,4360417
C26268,JR1485,LinkedIn,3,Universitario,M,2025-05-02 03:34:20.572993,Córdoba,4114948
C26269,JR1485,LinkedIn,4,Terciario,F,2025-05-04 03:34:20.572993,CABA,4884111
C26270,JR1485,LinkedIn,7,Terciario,M,2025-05-18 03:34:20.572993,GBA Norte,4285349
C26271,JR1485,Portal Empleo,7,Universitario,F,2025-05-24 03:34:20.572993,Córdoba,4529353
C26272,JR1485,Agencia,5,Universitario,F,2025-05-01 03:34:20.572993,CABA,4659822
C26273,JR1485,Universidades,7,Terciario,X,2025-05-23 03:34:20.572993,CABA,4470088
C26274,JR1486,Agencia,4,Posgrado,F,2025-08-16 03:34:20.572993,CABA,3807065
C26275,JR1486,LinkedIn,4,Universitario,M,2025-07-27 03:34:20.572993,Rosario,4526272
C26276,JR1486,LinkedIn,7,Bootcamp,F,2025-07-21 03:34:20.572993,CABA,4301550
C26277,JR1486,Universidades,5,Universitario,M,2025-08-02 03:34:20.572993,CABA,4267333
C26278,JR1486,LinkedIn,2,Terciario,F,2025-08-04 03:34:20.572993,Córdoba,3889757
C26279,JR1486,LinkedIn,6,Posgrado,F,2025-08-20 03:34:20.572993,CABA,4386482
C26280,JR1486,Orgánico,3,Universitario,F,2025-07-23 03:34:20.572993,CABA,3829872
C26281,JR1486,Referido,3,Universitario,F,2025-07-18 03:34:20.572993,GBA Sur,3739499
C26282,JR1486,LinkedIn,6,Universitario,M,2025-08-14 03:34:20.572993,Mendoza,4214001
C26283,JR1487,Orgánico,4,Terciario,M,2024-04-20 03:34:20.572993,GBA Norte,2593216
C26284,JR1487,Universidades,5,Universitario,M,2024-04-26 03:34:20.572993,Córdoba,2381451
C26285,JR1487,LinkedIn,6,Terciario,F,2024-05-23 03:34:20.572993,CABA,2429372
C26286,JR1487,Agencia,2,Universitario,F,2024-05-19 03:34:20.572993,GBA Sur,2742192
C26287,JR1487,LinkedIn,5,Posgrado,M,2024-04-21 03:34:20.572993,CABA,2755082
C26288,JR1487,Referido,7,Posgrado,X,2024-05-09 03:34:20.572993,GBA Sur,2613934
C26289,JR1487,Orgánico,2,Terciario,M,2024-05-10 03:34:20.572993,GBA Norte,2707199
C26290,JR1487,Universidades,5,Posgrado,F,2024-05-09 03:34:20.572993,CABA,2702437
C26291,JR1487,LinkedIn,2,Universitario,M,2024-04-27 03:34:20.572993,GBA Norte,2305876
C26292,JR1487,LinkedIn,7,Terciario,F,2024-05-03 03:34:20.572993,GBA Sur,2554213
C26293,JR1487,LinkedIn,7,Posgrado,M,2024-05-11 03:34:20.572993,Rosario,2494626
C26294,JR1487,Referido,3,Universitario,X,2024-04-21 03:34:20.572993,Rosario,2579188
C26295,JR1487,LinkedIn,10,Universitario,M,2024-04-18 03:34:20.572993,Rosario,2138120
C26296,JR1487,LinkedIn,7,Terciario,F,2024-04-26 03:34:20.572993,Córdoba,2553117
C26297,JR1488,LinkedIn,6,Universitario,M,2024-10-16 03:34:20.572993,GBA Norte,3353413
C26298,JR1488,LinkedIn,6,Terciario,M,2024-10-28 03:34:20.572993,Córdoba,3016152
C26299,JR1488,LinkedIn,6,Posgrado,F,2024-10-17 03:34:20.572993,Córdoba,3240560
C26300,JR1488,Agencia,2,Universitario,M,2024-10-30 03:34:20.572993,Córdoba,3502615
C26301,JR1488,LinkedIn,4,Universitario,M,2024-10-23 03:34:20.572993,CABA,2811745
C26302,JR1488,LinkedIn,5,Terciario,F,2024-11-22 03:34:20.572993,CABA,3093005
C26303,JR1488,Agencia,3,Posgrado,F,2024-10-16 03:34:20.572993,CABA,3171680
C26304,JR1488,Portal Empleo,5,Universitario,F,2024-10-25 03:34:20.572993,CABA,2776499
C26305,JR1488,LinkedIn,7,Universitario,M,2024-11-07 03:34:20.572993,CABA,3279429
C26306,JR1488,LinkedIn,3,Posgrado,M,2024-11-12 03:34:20.572993,CABA,2965020
