id,job_id_x,source,experience_years,education,gender,applied_date,city,expected_salary,employee_id,candidate_id,job_id_y,start_date,time_to_fill_days,time_to_hire_days,employee_id_perf,job_id,retained_90d,rating_6m
C24654,JR1354,Referido,2,Bootcamp,F,2025-09-30 03:34:20.572993,Córdoba,1531535,,,,,,,,,,0.0
C24655,JR1354,Referido,5,Bootcamp,F,2025-09-26 03:34:20.572993,Córdoba,1542210,,,,,,,,,,0.0
C24656,JR1355,LinkedIn,7,Universitario,M,2025-02-03 03:34:20.572993,Córdoba,2358578,,,,,,,,,,0.0
C24657,JR1355,Referido,5,Universitario,M,2025-01-16 03:34:20.572993,CABA,1932895,,,,,,,,,,0.0
C24658,JR1355,LinkedIn,3,Universitario,M,2025-02-03 03:34:20.572993,Córdoba,2306286,,,,,,,,,,0.0
C24659,JR1355,Orgánico,2,Universitario,M,2025-01-11 03:34:20.572993,CABA,2275830,,,,,,,,,,0.0
C24660,JR1355,Orgánico,7,Universitario,M,2025-02-04 03:34:20.572993,Mendoza,2478350,,,,,,,,,,0.0
C24661,JR1355,LinkedIn,9,Bootcamp,M,2025-02-14 03:34:20.572993,CABA,2211044,,,,,,,,,,0.0
C24662,JR1355,Referido,4,Universitario,M,2025-02-16 03:34:20.572993,GBA Sur,2196555,,,,,,,,,,0.0
C24663,JR1355,LinkedIn,6,Terciario,M,2025-01-12 03:34:20.572993,CABA,2185854,,,,,,,,,,0.0
C24664,JR1355,LinkedIn,5,Posgrado,F,2025-02-07 03:34:20.572993,CABA,2513774,,,,,,,,,,0.0
C24665,JR1355,Agencia,6,Universitario,M,2025-01-20 03:34:20.572993,GBA Norte,2111858,,,,,,,,,,0.0
C24666,JR1355,Referido,1,Terciario,F,2025-01-30 03:34:20.572993,CABA,2327746,,,,,,,,,,0.0
C24667,JR1356,LinkedIn,3,Terciario,M,2024-06-21 03:34:20.572993,GBA Norte,2366648,,,,,,,,,,0.0
C24668,JR1356,LinkedIn,5,Universitario,M,2024-06-22 03:34:20.572993,CABA,2432826,,,,,,,,,,0.0
C24669,JR1356,Agencia,7,Bootcamp,M,2024-06-23 03:34:20.572993,GBA Norte,2412981,,,,,,,,,,0.0
C24670,JR1356,Portal Empleo,2,Bootcamp,M,2024-07-09 03:34:20.572993,CABA,2295477,,,,,,,,,,0.0
C24671,JR1356,Referido,0,Universitario,M,2024-07-26 03:34:20.572993,Rosario,2635431,,,,,,,,,,0.0
C24672,JR1356,LinkedIn,3,Posgrado,F,2024-06-23 03:34:20.572993,Mendoza,2713907,,,,,,,,,,0.0
C24673,JR1356,LinkedIn,7,Universitario,M,2024-07-01 03:34:20.572993,GBA Sur,2673374,,,,,,,,,,0.0
C24674,JR1356,Orgánico,0,Universitario,F,2024-07-09 03:34:20.572993,CABA,2484889,,,,,,,,,,0.0
C24675,JR1356,Referido,1,Universitario,M,2024-07-03 03:34:20.572993,GBA Norte,2701228,,,,,,,,,,0.0
C24676,JR1356,LinkedIn,4,Universitario,F,2024-07-19 03:34:20.572993,CABA,2206224,,,,,,,,,,0.0
C24677,JR1356,Referido,4,Universitario,F,2024-07-23 03:34:20.572993,Córdoba,2693478,,,,,,,,,,0.0
C24678,JR1356,Agencia,5,Terciario,M,2024-06-24 03:34:20.572993,CABA,2669780,,,,,,,,,,0.0
C24679,JR1356,LinkedIn,1,Terciario,F,2024-07-10 03:34:20.572993,Córdoba,2632958,,,,,,,,,,0.0
C24680,JR1357,LinkedIn,3,Universitario,M,2025-05-10 03:34:20.572993,CABA,2287700,,,,,,,,,,0.0
C24681,JR1357,Referido,7,Bootcamp,M,2025-05-02 03:34:20.572993,CABA,2347550,,,,,,,,,,0.0
C24682,JR1357,Portal Empleo,1,Bootcamp,M,2025-05-21 03:34:20.572993,CABA,2232577,,,,,,,,,,0.0
C24683,JR1357,Portal Empleo,8,Posgrado,F,2025-04-29 03:34:20.572993,GBA Sur,2255719,,,,,,,,,,0.0
C24684,JR1357,Orgánico,1,Universitario,F,2025-05-09 03:34:20.572993,CABA,2175460,,,,,,,,,,0.0
C24685,JR1357,LinkedIn,6,Universitario,M,2025-04-29 03:34:20.572993,CABA,2165421,,,,,,,,,,0.0
C24686,JR1357,LinkedIn,3,Universitario,M,2025-05-27 03:34:20.572993,CABA,2046640,E30062,C24686,JR1357,2025-06-29 03:34:20.572993,63.0,10.0,E30062,JR1357,1.0,3.86637912886381
C24687,JR1357,Orgánico,1,Universitario,M,2025-04-29 03:34:20.572993,Rosario,1953967,,,,,,,,,,0.0
C24688,JR1357,Referido,3,Terciario,M,2025-05-13 03:34:20.572993,CABA,2541196,,,,,,,,,,0.0
C24689,JR1357,Portal Empleo,5,Universitario,M,2025-06-04 03:34:20.572993,GBA Sur,2074021,,,,,,,,,,0.0
C24690,JR1357,Portal Empleo,4,Terciario,M,2025-04-28 03:34:20.572993,GBA Norte,2064861,,,,,,,,,,0.0
C24691,JR1358,Referido,7,Posgrado,M,2024-11-15 03:34:20.572993,GBA Norte,3408165,,,,,,,,,,0.0
C24692,JR1358,LinkedIn,8,Universitario,M,2024-11-19 03:34:20.572993,CABA,3723385,,,,,,,,,,0.0
C24693,JR1358,Portal Empleo,1,Universitario,M,2024-12-09 03:34:20.572993,CABA,3419689,,,,,,,,,,0.0
C24694,JR1358,Agencia,1,Universitario,M,2024-12-15 03:34:20.572993,Córdoba,3242678,,,,,,,,,,0.0
C24695,JR1358,Referido,1,Universitario,F,2024-12-20 03:34:20.572993,CABA,2920758,,,,,,,,,,0.0
C24696,JR1358,Referido,2,Universitario,M,2024-12-16 03:34:20.572993,CABA,3477002,,,,,,,,,,0.0
C24697,JR1358,LinkedIn,7,Universitario,M,2024-12-15 03:34:20.572993,CABA,3138171,,,,,,,,,,0.0
C24698,JR1358,LinkedIn,5,Posgrado,F,2024-12-10 03:34:20.572993,CABA,2703000,,,,,,,,,,0.0
C24699,JR1358,LinkedIn,3,Universitario,M,2024-11-25 03:34:20.572993,GBA Norte,3035612,,,,,,,,,,0.0
C24700,JR1358,LinkedIn,4,Universitario,M,2024-12-09 03:34:20.572993,CABA,3357682,,,,,,,,,,0.0
C24701,JR1358,Orgánico,8,Universitario,M,2024-12-05 03:34:20.572993,Rosario,2928978,,,,,,,,,,0.0
C24702,JR1359,Agencia,9,Universitario,M,2025-05-23 03:34:20.572993,Mendoza,2064209,,,,,,,,,,0.0
C24703,JR1359,Portal Empleo,5,Universitario,M,2025-06-18 03:34:20.572993,CABA,1795910,,,,,,,,,,0.0
C24704,JR1359,Referido,0,Universitario,F,2025-05-16 03:34:20.572993,GBA Sur,1817608,,,,,,,,,,0.0
C24705,JR1359,LinkedIn,5,Universitario,M,2025-05-24 03:34:20.572993,CABA,2057987,,,,,,,,,,0.0
C24706,JR1359,Universidades,6,Universitario,M,2025-06-13 03:34:20.572993,GBA Norte,1839371,,,,,,,,,,0.0
C24707,JR1359,LinkedIn,5,Universitario,F,2025-05-17 03:34:20.572993,CABA,2058506,,,,,,,,,,0.0
C24708,JR1359,LinkedIn,6,Terciario,F,2025-06-18 03:34:20.572993,CABA,1683534,,,,,,,,,,0.0
C24709,JR1359,Referido,5,Universitario,F,2025-06-18 03:34:20.572993,CABA,1870915,,,,,,,,,,0.0
C24710,JR1359,Agencia,1,Terciario,F,2025-06-06 03:34:20.572993,CABA,2059957,,,,,,,,,,0.0
C24711,JR1359,Orgánico,2,Universitario,M,2025-05-16 03:34:20.572993,CABA,2239475,,,,,,,,,,0.0
C24712,JR1359,LinkedIn,3,Universitario,F,2025-06-05 03:34:20.572993,CABA,2116958,,,,,,,,,,0.0
C24713,JR1360,Orgánico,7,Universitario,F,2025-07-19 03:34:20.572993,Córdoba,3151065,,,,,,,,,,0.0
C24714,JR1360,LinkedIn,2,Universitario,F,2025-06-15 03:34:20.572993,GBA Sur,3437239,,,,,,,,,,0.0
C24715,JR1360,LinkedIn,5,Terciario,M,2025-07-18 03:34:20.572993,GBA Norte,3180881,,,,,,,,,,0.0
C24716,JR1360,Agencia,5,Universitario,F,2025-07-19 03:34:20.572993,CABA,3443122,,,,,,,,,,0.0
C24717,JR1360,Agencia,8,Universitario,F,2025-06-21 03:34:20.572993,CABA,3412098,,,,,,,,,,0.0
C24718,JR1360,Referido,4,Universitario,F,2025-06-22 03:34:20.572993,CABA,3750877,,,,,,,,,,0.0
C24719,JR1360,Referido,0,Universitario,F,2025-07-11 03:34:20.572993,Rosario,3374173,,,,,,,,,,0.0
C24720,JR1360,Agencia,6,Universitario,M,2025-07-23 03:34:20.572993,CABA,3051601,,,,,,,,,,0.0
C24721,JR1360,Agencia,9,Universitario,M,2025-06-23 03:34:20.572993,Rosario,3246753,,,,,,,,,,0.0
C24722,JR1360,Orgánico,6,Terciario,F,2025-06-18 03:34:20.572993,Córdoba,2989360,,,,,,,,,,0.0
C24723,JR1360,Referido,2,Universitario,F,2025-07-20 03:34:20.572993,GBA Norte,2947671,,,,,,,,,,0.0
C24724,JR1360,Universidades,1,Universitario,F,2025-07-14 03:34:20.572993,CABA,3139194,,,,,,,,,,0.0
C24725,JR1360,Universidades,2,Posgrado,M,2025-07-12 03:34:20.572993,CABA,3210227,,,,,,,,,,0.0
C24726,JR1361,LinkedIn,9,Terciario,F,2024-03-07 03:34:20.572993,GBA Sur,2828399,,,,,,,,,,0.0
C24727,JR1361,Agencia,3,Universitario,X,2024-03-30 03:34:20.572993,Mendoza,2541736,,,,,,,,,,0.0
C24728,JR1361,Referido,2,Universitario,M,2024-04-04 03:34:20.572993,Córdoba,2590150,,,,,,,,,,0.0
C24729,JR1361,LinkedIn,4,Universitario,M,2024-03-06 03:34:20.572993,CABA,3016678,,,,,,,,,,0.0
C24730,JR1361,Portal Empleo,3,Universitario,M,2024-03-19 03:34:20.572993,CABA,2610109,,,,,,,,,,0.0
C24731,JR1361,LinkedIn,8,Universitario,M,2024-03-17 03:34:20.572993,CABA,3073580,,,,,,,,,,0.0
C24732,JR1361,Referido,1,Universitario,M,2024-04-01 03:34:20.572993,CABA,3258971,,,,,,,,,,0.0
C24733,JR1361,Agencia,7,Universitario,M,2024-03-18 03:34:20.572993,Córdoba,2814134,,,,,,,,,,0.0
C24734,JR1362,LinkedIn,4,Terciario,M,2024-07-17 03:34:20.572993,GBA Sur,3028239,,,,,,,,,,0.0
C24735,JR1362,Referido,7,Universitario,F,2024-07-20 03:34:20.572993,GBA Norte,3281652,,,,,,,,,,0.0
C24736,JR1362,Orgánico,8,Universitario,M,2024-07-26 03:34:20.572993,CABA,3025916,,,,,,,,,,0.0
C24737,JR1362,Referido,4,Terciario,M,2024-08-03 03:34:20.572993,CABA,2893150,,,,,,,,,,0.0
C24738,JR1362,LinkedIn,3,Universitario,F,2024-08-09 03:34:20.572993,GBA Sur,3011880,,,,,,,,,,0.0
C24739,JR1362,Referido,4,Terciario,X,2024-07-25 03:34:20.572993,CABA,3014839,,,,,,,,,,0.0
C24740,JR1362,Referido,4,Universitario,F,2024-07-23 03:34:20.572993,CABA,3263498,,,,,,,,,,0.0
C24741,JR1362,Portal Empleo,0,Universitario,M,2024-08-12 03:34:20.572993,CABA,2911330,,,,,,,,,,0.0
C24742,JR1362,Agencia,8,Bootcamp,M,2024-07-20 03:34:20.572993,GBA Sur,3308580,E30063,C24742,JR1362,2024-10-02 03:34:20.572993,88.0,21.0,E30063,JR1362,1.0,4.240026527421987
C24743,JR1362,Referido,5,Posgrado,M,2024-07-17 03:34:20.572993,CABA,3297509,,,,,,,,,,0.0
C24744,JR1362,Agencia,1,Posgrado,M,2024-08-08 03:34:20.572993,CABA,2869038,,,,,,,,,,0.0
C24745,JR1362,Referido,0,Universitario,M,2024-07-10 03:34:20.572993,CABA,3342377,,,,,,,,,,0.0
C24746,JR1362,LinkedIn,0,Posgrado,F,2024-07-22 03:34:20.572993,CABA,2570091,,,,,,,,,,0.0
C24747,JR1363,Portal Empleo,6,Universitario,M,2024-10-22 03:34:20.572993,Rosario,1205552,,,,,,,,,,0.0
C24748,JR1363,Portal Empleo,2,Universitario,F,2024-10-22 03:34:20.572993,CABA,1153956,,,,,,,,,,0.0
C24749,JR1363,Referido,3,Universitario,M,2024-11-14 03:34:20.572993,GBA Sur,1420249,,,,,,,,,,0.0
C24750,JR1363,LinkedIn,5,Terciario,M,2024-10-25 03:34:20.572993,Córdoba,1337764,,,,,,,,,,0.0
C24751,JR1363,LinkedIn,3,Terciario,F,2024-11-18 03:34:20.572993,CABA,1261521,,,,,,,,,,0.0
C24752,JR1363,LinkedIn,5,Universitario,F,2024-10-12 03:34:20.572993,CABA,1371102,,,,,,,,,,0.0
C24753,JR1363,LinkedIn,4,Terciario,M,2024-10-11 03:34:20.572993,Córdoba,1286912,,,,,,,,,,0.0
C24754,JR1363,Portal Empleo,4,Universitario,F,2024-11-03 03:34:20.572993,Rosario,1522905,,,,,,,,,,0.0
C24755,JR1363,LinkedIn,0,Bootcamp,F,2024-10-12 03:34:20.572993,CABA,1409100,,,,,,,,,,0.0
C24756,JR1363,Portal Empleo,2,Terciario,M,2024-10-20 03:34:20.572993,CABA,1442615,,,,,,,,,,0.0
C24757,JR1363,LinkedIn,6,Universitario,M,2024-10-20 03:34:20.572993,CABA,1183441,,,,,,,,,,0.0
C24758,JR1363,LinkedIn,2,Universitario,M,2024-10-19 03:34:20.572993,CABA,1492605,,,,,,,,,,0.0
C24759,JR1364,Referido,7,Universitario,M,2025-02-20 03:34:20.572993,CABA,1628103,,,,,,,,,,0.0
C24760,JR1364,LinkedIn,10,Bootcamp,X,2025-02-03 03:34:20.572993,CABA,1489068,,,,,,,,,,0.0
C24761,JR1364,Orgánico,6,Posgrado,M,2025-01-30 03:34:20.572993,CABA,1652653,,,,,,,,,,0.0
C24762,JR1364,LinkedIn,8,Terciario,M,2025-02-21 03:34:20.572993,CABA,1845113,,,,,,,,,,0.0
C24763,JR1364,Referido,6,Terciario,F,2025-01-24 03:34:20.572993,GBA Sur,1690850,,,,,,,,,,0.0
C24764,JR1364,Agencia,3,Bootcamp,F,2025-02-07 03:34:20.572993,Rosario,1738753,E30064,C24764,JR1364,2025-04-03 03:34:20.572993,69.0,24.0,E30064,JR1364,1.0,3.429709440860316
C24765,JR1364,Portal Empleo,5,Bootcamp,M,2025-01-30 03:34:20.572993,Córdoba,1585485,,,,,,,,,,0.0
C24766,JR1364,LinkedIn,9,Universitario,M,2025-01-27 03:34:20.572993,CABA,1731493,,,,,,,,,,0.0
C24767,JR1364,Referido,3,Terciario,M,2025-01-26 03:34:20.572993,Mendoza,1774868,,,,,,,,,,0.0
C24768,JR1364,Portal Empleo,1,Universitario,M,2025-02-12 03:34:20.572993,CABA,1706385,,,,,,,,,,0.0
C24769,JR1364,Universidades,1,Universitario,M,2025-01-26 03:34:20.572993,CABA,1699503,,,,,,,,,,0.0
C24770,JR1365,Orgánico,3,Bootcamp,F,2024-05-04 03:34:20.572993,CABA,3502153,,,,,,,,,,0.0
C24771,JR1365,LinkedIn,1,Posgrado,M,2024-04-25 03:34:20.572993,Rosario,3495104,,,,,,,,,,0.0
C24772,JR1365,Universidades,8,Universitario,M,2024-04-15 03:34:20.572993,GBA Norte,3853914,,,,,,,,,,0.0
C24773,JR1365,LinkedIn,5,Universitario,M,2024-05-10 03:34:20.572993,GBA Norte,3805880,,,,,,,,,,0.0
C24774,JR1365,LinkedIn,6,Universitario,M,2024-05-01 03:34:20.572993,CABA,3870333,,,,,,,,,,0.0
C24775,JR1366,Agencia,3,Universitario,F,2023-12-18 03:34:20.572993,CABA,2208353,,,,,,,,,,0.0
C24776,JR1366,LinkedIn,1,Terciario,M,2023-12-14 03:34:20.572993,GBA Sur,2053917,,,,,,,,,,0.0
C24777,JR1366,LinkedIn,1,Universitario,M,2023-12-25 03:34:20.572993,CABA,2172554,,,,,,,,,,0.0
C24778,JR1366,LinkedIn,2,Universitario,F,2023-12-08 03:34:20.572993,GBA Norte,2184189,,,,,,,,,,0.0
C24779,JR1366,Referido,5,Posgrado,M,2023-11-27 03:34:20.572993,GBA Sur,2028915,,,,,,,,,,0.0
C24780,JR1366,Portal Empleo,5,Posgrado,M,2023-11-29 03:34:20.572993,CABA,2323001,,,,,,,,,,0.0
C24781,JR1366,Portal Empleo,6,Universitario,M,2023-12-21 03:34:20.572993,Mendoza,2366310,,,,,,,,,,0.0
C24782,JR1366,LinkedIn,0,Universitario,M,2023-12-18 03:34:20.572993,CABA,2061368,,,,,,,,,,0.0
C24783,JR1366,Referido,4,Universitario,M,2023-12-18 03:34:20.572993,CABA,2045757,,,,,,,,,,0.0
C24784,JR1366,Orgánico,1,Universitario,M,2023-12-11 03:34:20.572993,GBA Sur,2199924,,,,,,,,,,0.0
C24785,JR1366,Agencia,5,Universitario,F,2023-12-24 03:34:20.572993,GBA Norte,2499771,,,,,,,,,,0.0
C24786,JR1366,LinkedIn,5,Universitario,M,2023-12-12 03:34:20.572993,CABA,1946942,,,,,,,,,,0.0
C24787,JR1366,Universidades,1,Bootcamp,F,2023-12-19 03:34:20.572993,Córdoba,2428255,,,,,,,,,,0.0
C24788,JR1366,Portal Empleo,6,Universitario,F,2023-12-11 03:34:20.572993,Mendoza,2313425,,,,,,,,,,0.0
C24789,JR1366,LinkedIn,10,Universitario,F,2023-12-24 03:34:20.572993,CABA,1759018,,,,,,,,,,0.0
C24790,JR1366,LinkedIn,6,Terciario,F,2023-12-28 03:34:20.572993,CABA,2183671,,,,,,,,,,0.0
C24791,JR1367,LinkedIn,4,Universitario,F,2024-09-26 03:34:20.572993,CABA,1940077,,,,,,,,,,0.0
C24792,JR1367,Portal Empleo,3,Universitario,M,2024-09-13 03:34:20.572993,CABA,2143390,,,,,,,,,,0.0
C24793,JR1367,LinkedIn,3,Universitario,F,2024-09-18 03:34:20.572993,CABA,1958459,,,,,,,,,,0.0
C24794,JR1367,Referido,2,Terciario,F,2024-08-30 03:34:20.572993,CABA,1976408,,,,,,,,,,0.0
C24795,JR1367,LinkedIn,5,Bootcamp,M,2024-09-17 03:34:20.572993,GBA Sur,1908866,,,,,,,,,,0.0
C24796,JR1367,Orgánico,1,Terciario,M,2024-08-26 03:34:20.572993,CABA,2168107,,,,,,,,,,0.0
C24797,JR1367,LinkedIn,0,Universitario,M,2024-09-10 03:34:20.572993,CABA,1799957,,,,,,,,,,0.0
C24798,JR1367,Orgánico,5,Terciario,F,2024-08-29 03:34:20.572993,CABA,1965631,,,,,,,,,,0.0
C24799,JR1368,Orgánico,4,Universitario,M,2024-12-14 03:34:20.572993,Rosario,4403278,,,,,,,,,,0.0
C24800,JR1368,LinkedIn,3,Universitario,M,2024-12-03 03:34:20.572993,CABA,4502617,,,,,,,,,,0.0
C24801,JR1368,Referido,1,Universitario,M,2025-01-10 03:34:20.572993,GBA Norte,4164268,,,,,,,,,,0.0
C24802,JR1368,LinkedIn,5,Universitario,M,2024-12-14 03:34:20.572993,CABA,4538998,,,,,,,,,,0.0
C24803,JR1368,Orgánico,2,Universitario,M,2024-12-02 03:34:20.572993,Rosario,4441064,,,,,,,,,,0.0
C24804,JR1368,Referido,4,Universitario,M,2024-12-03 03:34:20.572993,GBA Sur,4324356,,,,,,,,,,0.0
C24805,JR1368,LinkedIn,8,Universitario,M,2024-12-05 03:34:20.572993,Córdoba,4595428,,,,,,,,,,0.0
C24806,JR1368,LinkedIn,6,Posgrado,F,2024-12-14 03:34:20.572993,GBA Norte,4780649,,,,,,,,,,0.0
C24807,JR1368,LinkedIn,1,Posgrado,M,2024-12-31 03:34:20.572993,Córdoba,4397724,,,,,,,,,,0.0
C24808,JR1368,Orgánico,1,Universitario,F,2024-12-13 03:34:20.572993,CABA,4239109,,,,,,,,,,0.0
C24809,JR1368,Portal Empleo,4,Terciario,M,2025-01-03 03:34:20.572993,Córdoba,4346626,,,,,,,,,,0.0
C24810,JR1368,Agencia,1,Bootcamp,M,2025-01-08 03:34:20.572993,CABA,4613542,,,,,,,,,,0.0
C24811,JR1368,LinkedIn,0,Bootcamp,M,2025-01-04 03:34:20.572993,GBA Norte,4341321,,,,,,,,,,0.0
C24812,JR1368,LinkedIn,5,Universitario,M,2024-12-04 03:34:20.572993,Mendoza,4471397,,,,,,,,,,0.0
C24813,JR1368,Universidades,5,Universitario,M,2024-12-10 03:34:20.572993,CABA,4300372,,,,,,,,,,0.0
C24814,JR1369,LinkedIn,5,Universitario,M,2024-01-05 03:34:20.572993,CABA,2649958,,,,,,,,,,0.0
C24815,JR1369,Orgánico,5,Posgrado,F,2024-01-02 03:34:20.572993,CABA,2729767,,,,,,,,,,0.0
C24816,JR1369,LinkedIn,4,Posgrado,M,2024-01-26 03:34:20.572993,CABA,2827400,,,,,,,,,,0.0
C24817,JR1369,LinkedIn,2,Universitario,M,2024-01-30 03:34:20.572993,CABA,2609963,,,,,,,,,,0.0
C24818,JR1369,Portal Empleo,5,Universitario,F,2023-12-30 03:34:20.572993,CABA,2611092,,,,,,,,,,0.0
C24819,JR1369,Universidades,8,Terciario,F,2024-01-11 03:34:20.572993,CABA,2859334,,,,,,,,,,0.0
C24820,JR1369,Universidades,3,Universitario,M,2024-02-03 03:34:20.572993,CABA,3010985,,,,,,,,,,0.0
C24821,JR1369,LinkedIn,1,Universitario,M,2024-01-24 03:34:20.572993,CABA,2413341,,,,,,,,,,0.0
C24822,JR1369,LinkedIn,1,Terciario,M,2024-01-11 03:34:20.572993,CABA,2734421,,,,,,,,,,0.0
C24823,JR1369,Referido,2,Universitario,M,2024-01-20 03:34:20.572993,GBA Sur,2811240,,,,,,,,,,0.0
C24824,JR1369,Portal Empleo,5,Posgrado,X,2024-01-22 03:34:20.572993,CABA,2534276,,,,,,,,,,0.0
C24825,JR1369,Portal Empleo,0,Universitario,M,2024-01-09 03:34:20.572993,CABA,2870646,,,,,,,,,,0.0
C24826,JR1369,LinkedIn,5,Terciario,F,2024-01-23 03:34:20.572993,Rosario,2418305,,,,,,,,,,0.0
C24827,JR1369,Orgánico,6,Posgrado,F,2024-01-13 03:34:20.572993,Córdoba,2827974,,,,,,,,,,0.0
C24828,JR1369,Portal Empleo,0,Terciario,M,2024-02-03 03:34:20.572993,CABA,2904676,,,,,,,,,,0.0
C24829,JR1369,Agencia,2,Universitario,F,2024-02-05 03:34:20.572993,Rosario,2889344,,,,,,,,,,0.0
C24830,JR1369,Referido,4,Universitario,M,2024-02-01 03:34:20.572993,Mendoza,2664500,,,,,,,,,,0.0
C24831,JR1369,LinkedIn,4,Posgrado,M,2024-02-01 03:34:20.572993,CABA,2729148,,,,,,,,,,0.0
C24832,JR1369,Universidades,5,Posgrado,M,2024-01-30 03:34:20.572993,CABA,2989173,,,,,,,,,,0.0
C24833,JR1369,Referido,4,Universitario,M,2024-02-05 03:34:20.572993,CABA,2636974,,,,,,,,,,0.0
C24834,JR1369,Agencia,7,Universitario,F,2024-01-23 03:34:20.572993,CABA,2802023,,,,,,,,,,0.0
C24835,JR1369,Orgánico,3,Posgrado,M,2024-01-01 03:34:20.572993,Córdoba,2664335,,,,,,,,,,0.0
C24836,JR1369,Portal Empleo,2,Universitario,M,2024-01-27 03:34:20.572993,Rosario,2810949,,,,,,,,,,0.0
C24837,JR1370,Referido,1,Universitario,F,2025-04-30 03:34:20.572993,GBA Norte,2545016,,,,,,,,,,0.0
C24838,JR1370,LinkedIn,6,Universitario,M,2025-04-18 03:34:20.572993,CABA,2641776,,,,,,,,,,0.0
C24839,JR1370,LinkedIn,4,Universitario,M,2025-04-30 03:34:20.572993,GBA Norte,2910658,,,,,,,,,,0.0
C24840,JR1370,LinkedIn,6,Universitario,M,2025-04-30 03:34:20.572993,CABA,2768345,,,,,,,,,,0.0
C24841,JR1370,LinkedIn,6,Universitario,X,2025-04-16 03:34:20.572993,Córdoba,3194417,,,,,,,,,,0.0
C24842,JR1370,LinkedIn,0,Universitario,M,2025-05-11 03:34:20.572993,GBA Norte,3044082,,,,,,,,,,0.0
C24843,JR1370,LinkedIn,1,Bootcamp,M,2025-05-01 03:34:20.572993,Mendoza,3204786,,,,,,,,,,0.0
C24844,JR1370,LinkedIn,1,Universitario,F,2025-04-20 03:34:20.572993,CABA,2824234,,,,,,,,,,0.0
C24845,JR1370,Referido,2,Universitario,F,2025-05-13 03:34:20.572993,GBA Sur,2632650,E30065,C24845,JR1370,2025-07-18 03:34:20.572993,99.0,14.0,E30065,JR1370,1.0,2.824432590861199
C24846,JR1370,LinkedIn,3,Universitario,M,2025-04-23 03:34:20.572993,CABA,2385864,,,,,,,,,,0.0
C24847,JR1370,LinkedIn,6,Universitario,M,2025-05-01 03:34:20.572993,CABA,2781420,,,,,,,,,,0.0
C24848,JR1370,Portal Empleo,7,Bootcamp,M,2025-05-04 03:34:20.572993,Córdoba,2710263,,,,,,,,,,0.0
C24849,JR1370,Referido,3,Posgrado,M,2025-04-25 03:34:20.572993,GBA Sur,2825732,,,,,,,,,,0.0
C24850,JR1370,Referido,3,Posgrado,M,2025-05-12 03:34:20.572993,Córdoba,2621906,,,,,,,,,,0.0
C24851,JR1370,Portal Empleo,2,Posgrado,F,2025-04-11 03:34:20.572993,Mendoza,2443211,,,,,,,,,,0.0
C24852,JR1370,Agencia,4,Bootcamp,M,2025-05-18 03:34:20.572993,Mendoza,2712100,,,,,,,,,,0.0
C24853,JR1370,Referido,5,Universitario,M,2025-04-15 03:34:20.572993,Rosario,2763807,,,,,,,,,,0.0
C24854,JR1371,Portal Empleo,6,Universitario,F,2025-09-11 03:34:20.572993,Rosario,3480978,,,,,,,,,,0.0
C24855,JR1371,Orgánico,6,Universitario,M,2025-09-14 03:34:20.572993,CABA,3893334,,,,,,,,,,0.0
C24856,JR1371,Agencia,0,Universitario,M,2025-08-30 03:34:20.572993,CABA,3751158,,,,,,,,,,0.0
C24857,JR1371,Referido,4,Universitario,F,2025-08-24 03:34:20.572993,CABA,4531787,,,,,,,,,,0.0
C24858,JR1371,Portal Empleo,7,Universitario,M,2025-08-15 03:34:20.572993,GBA Sur,4125780,,,,,,,,,,0.0
C24859,JR1371,LinkedIn,3,Universitario,M,2025-08-21 03:34:20.572993,GBA Norte,4071538,,,,,,,,,,0.0
C24860,JR1371,Referido,7,Universitario,M,2025-08-25 03:34:20.572993,Córdoba,3866077,,,,,,,,,,0.0
C24861,JR1371,Universidades,3,Universitario,M,2025-08-11 03:34:20.572993,GBA Sur,4297092,,,,,,,,,,0.0
C24862,JR1371,Referido,4,Universitario,X,2025-08-20 03:34:20.572993,CABA,3768033,,,,,,,,,,0.0
C24863,JR1371,Orgánico,1,Posgrado,F,2025-08-14 03:34:20.572993,CABA,4727180,,,,,,,,,,0.0
C24864,JR1372,LinkedIn,1,Universitario,M,2025-06-30 03:34:20.572993,CABA,3925145,,,,,,,,,,0.0
C24865,JR1372,Universidades,6,Bootcamp,F,2025-06-29 03:34:20.572993,CABA,3932858,,,,,,,,,,0.0
C24866,JR1372,Referido,6,Posgrado,M,2025-07-07 03:34:20.572993,CABA,3535029,,,,,,,,,,0.0
C24867,JR1372,LinkedIn,4,Universitario,M,2025-07-19 03:34:20.572993,GBA Norte,3375926,,,,,,,,,,0.0
C24868,JR1372,Referido,1,Universitario,M,2025-06-20 03:34:20.572993,CABA,3366407,,,,,,,,,,0.0
C24869,JR1372,LinkedIn,4,Universitario,M,2025-07-20 03:34:20.572993,CABA,3278882,,,,,,,,,,0.0
C24870,JR1372,LinkedIn,7,Universitario,F,2025-07-06 03:34:20.572993,GBA Sur,3578642,,,,,,,,,,0.0
C24871,JR1372,Agencia,8,Universitario,M,2025-06-22 03:34:20.572993,GBA Sur,3265329,,,,,,,,,,0.0
C24872,JR1372,LinkedIn,3,Universitario,F,2025-07-10 03:34:20.572993,CABA,3608668,,,,,,,,,,0.0
